ID,GICS Sector,Partial Errors
ALL US Equity,Financial,
ALLE US Equity,Industrial,
ALLEI SS Equity,Industrial,
ALLY US Equity,Financial,
ALNY US Equity,"Consumer, Non-cyclical",
ALO FP Equity,Industrial,
ALPH SE Equity,Utilities,
ALPHA GA Equity,Financial,
ALQ AU Equity,Industrial,
ALSN US Equity,"Consumer, Cyclical",
ALT GY Equity,Basic Materials,
ALT SM Equity,"Consumer, Non-cyclical",
ALU FP Equity,Communications,
ALV GY Equity,Financial,
ALV US Equity,"Consumer, Cyclical",
ALXN US Equity,"Consumer, Non-cyclical",
AM FP Equity,Industrial,
AMAT US Equity,Technology,
AMC US Equity,"Consumer, Cyclical",
AMCR US Equity,Industrial,
AMCX US Equity,Communications,
AMD US Equity,Technology,
AME US Equity,Industrial,
AMFW LN Equity,"Consumer, Non-cyclical",
AMG US Equity,Financial,
AMGN US Equity,"Consumer, Non-cyclical",
AMH US Equity,Financial,
AMLN US Equity,"Consumer, Non-cyclical",
AMOT IT Equity,Financial,
AMP AU Equity,Financial,
AMP IM Equity,"Consumer, Non-cyclical",
AMP US Equity,Financial,
AMRX US Equity,"Consumer, Non-cyclical",
AMS SE Equity,Technology,
AMS SM Equity,"Consumer, Cyclical",
AMT US Equity,Financial,
AMTM US Equity,Technology,
AMUN FP Equity,Financial,
AMZN US Equity,Communications,
AN US Equity,"Consumer, Cyclical",
ANA SM Equity,Industrial,
ANDR AV Equity,Industrial,
ANDV US Equity,Energy,
ANE SM Equity,Energy,
ANET US Equity,Communications,
ANF US Equity,"Consumer, Cyclical",
ANGI US Equity,Communications,
ANGL ID Equity,Financial,
ANRZQ US Equity,Energy,
ANSS US Equity,Technology,
ANTO LN Equity,Basic Materials,
ANZ AU Equity,Financial,
AON US Equity,Financial,
AOS US Equity,Industrial,
APA AU Equity,Energy,
APA US Equity,Energy,
APC US Equity,Energy,
APD US Equity,Basic Materials,
APH US Equity,Industrial,
APO US Equity,Financial,
APOL US Equity,"Consumer, Non-cyclical",
APP US Equity,Technology,
APPN US Equity,Technology,
APPX US Equity,Funds,
APT AU Equity,"Consumer, Non-cyclical",
APTV US Equity,"Consumer, Cyclical",
AQN CN Equity,Utilities,
AQP AU Equity,Basic Materials,
AR US Equity,Energy,
ARCC US Equity,Financial,
ARCO US Equity,"Consumer, Cyclical",
ARD US Equity,Industrial,
ARE US Equity,Financial,
ARES US Equity,Financial,
ARG US Equity,Basic Materials,
ARGX BB Equity,"Consumer, Non-cyclical",
ARI AU Equity,Basic Materials,
ARM LN Equity,Technology,
ARMK US Equity,"Consumer, Cyclical",
ARMS LN Equity,Energy,
ARO GY Equity,"Consumer, Non-cyclical",
AROC US Equity,Energy,
ARPT IT Equity,Financial,
ARR FP Equity,"Consumer, Non-cyclical",
ARRS US Equity,Communications,
ARW US Equity,Industrial,
ARX CN Equity,Energy,
ARYN SE Equity,"Consumer, Non-cyclical",
ASAN US Equity,Technology,
ASB US Equity,Financial,
ASC LN Equity,Communications,
ASH US Equity,Basic Materials,
ASHG IT Equity,Financial,
ASHM LN Equity,Financial,
ASM IM Equity,Utilities,
ASM NA Equity,Technology,
ASML NA Equity,Technology,
ASRNL NA Equity,Financial,
ASSAB SS Equity,Industrial,
AST AU Equity,Utilities,
ASX AU Equity,Financial,
AT1 GY Equity,Financial,
ATCB NA Equity,Communications,
ATCOA SS Equity,Industrial,
ATCT NA Equity,Communications,
ATD CN Equity,"Consumer, Cyclical",
ATE GA Equity,Financial,
ATGE US Equity,"Consumer, Non-cyclical",
ATH CN Equity,Energy,
ATH US Equity,Financial,
ATI US Equity,Basic Materials,
ATL IM Equity,"Consumer, Non-cyclical",
ATLN SE Equity,"Consumer, Non-cyclical",
ATM NZ Equity,"Consumer, Non-cyclical",
ATML US Equity,Technology,
ATO FP Equity,Technology,
ATO US Equity,Utilities,
ATR US Equity,Industrial,
ATRS AV Equity,Financial,
ATUS US Equity,Communications,
ATVI US Equity,Technology,
AU/ LN Equity,Technology,
AUTO LN Equity,Communications,
AUTO NO Equity,Technology,
AV/ LN Equity,Financial,
AVB US Equity,Financial,
AVGO US Equity,Technology,
AVLR US Equity,Technology,
AVP US Equity,"Consumer, Non-cyclical",
AVT US Equity,Industrial,
AVTR US Equity,"Consumer, Non-cyclical",
AVV LN Equity,Technology,
AVY US Equity,"Consumer, Non-cyclical",
AW US Equity,Industrial,
AWC AU Equity,Basic Materials,
AWK US Equity,Utilities,
AXA AU Equity,Financial,
AXON US Equity,Industrial,
AXP US Equity,Financial,
AXS LN Equity,Industrial,
AXS US Equity,Financial,
AXTA US Equity,Basic Materials,
AYE US Equity,Utilities,
AYI US Equity,Industrial,
AZJ AU Equity,Industrial,
AZN LN Equity,"Consumer, Non-cyclical",
AZO US Equity,"Consumer, Cyclical",
AZPN US Equity,Technology,
AZRG IT Equity,Financial,
B4B GY Equity,"Consumer, Non-cyclical",
BA CN Equity,Industrial,
BA US Equity,Industrial,
BA/ LN Equity,Industrial,
BAB LN Equity,"Consumer, Non-cyclical",
BAC US Equity,Financial,
BAER SE Equity,Financial,
BAH US Equity,"Consumer, Non-cyclical",
BAKKA NO Equity,"Consumer, Non-cyclical",
BALDB SS Equity,Financial,
BALL US Equity,Industrial,
BAM CN Equity,Financial,
BAMI IM Equity,Financial,
BAMNB NA Equity,Industrial,
BARC LN Equity,Financial,
BARN SE Equity,"Consumer, Non-cyclical",
BAS GY Equity,Basic Materials,
BATS LN Equity,"Consumer, Non-cyclical",
BAX US Equity,"Consumer, Non-cyclical",
BAYN GY Equity,"Consumer, Non-cyclical",
BB CN Equity,Technology,
BB FP Equity,"Consumer, Non-cyclical",
BB/ LN Equity,Financial,
BBBY US Equity,"Consumer, Cyclical",
BBD/A CN Equity,Industrial,
BBIO US Equity,"Consumer, Non-cyclical",
BBVA SM Equity,Financial,
BBWI US Equity,"Consumer, Cyclical",
BBY LN Equity,Industrial,
BBY US Equity,"Consumer, Cyclical",
BC8 GY Equity,Technology,
BCE CN Equity,Communications,
BCP PL Equity,Financial,
BCR US Equity,"Consumer, Non-cyclical",
BCVN SE Equity,Financial,
BDEV LN Equity,"Consumer, Cyclical",
BDK US Equity,Industrial,
BDX US Equity,"Consumer, Non-cyclical",
BEAS US Equity,Technology,
BEAV US Equity,Industrial,
BEB2 GY Equity,Financial,
BEC US Equity,"Consumer, Non-cyclical",
BEI GY Equity,"Consumer, Non-cyclical",
BEIJB SS Equity,Industrial,
BEKB BB Equity,Industrial,
BELA GA Equity,"Consumer, Cyclical",
BEN AU Equity,Financial,
BEN US Equity,Financial,
BEPC CN Equity,Utilities,
BERY US Equity,Industrial,
BES PL Equity,Financial,
BEZQ IT Equity,Communications,
BF/A US Equity,"Consumer, Non-cyclical",
BFAM US Equity,"Consumer, Non-cyclical",
BFH US Equity,Financial,
BG AV Equity,Financial,
BG US Equity,"Consumer, Non-cyclical",
BG/ LN Equity,Energy,
BGCP US Equity,Financial,
BGY LN Equity,Utilities,
BHC CN Equity,"Consumer, Non-cyclical",
BHF US Equity,Financial,
BHP AU Equity,Basic Materials,
BIG IT Equity,Financial,
BIIB US Equity,"Consumer, Non-cyclical",
BIL IM Equity,Financial,
BILL US Equity,Technology,
BIM FP Equity,"Consumer, Non-cyclical",
BIO US Equity,"Consumer, Non-cyclical",
BIOX GA Equity,Diversified,
BIRG ID Equity,Financial,
BIVV US Equity,"Consumer, Non-cyclical",
BK US Equity,Financial,
BKD US Equity,"Consumer, Non-cyclical",
BKG LN Equity,"Consumer, Cyclical",
BKI US Equity,Technology,
BKIA SM Equity,Financial,
BKNG US Equity,Communications,
BKR US Equity,Energy,
BKT SM Equity,Financial,
BKW US Equity,"Consumer, Cyclical",
BKWN SE Equity,Energy,
BLD AU Equity,Industrial,
BLD US Equity,Industrial,
BLDR US Equity,Industrial,
BLK US Equity,Financial,
BLND LN Equity,Financial,
BLUE US Equity,"Consumer, Non-cyclical",
BMBL US Equity,Communications,
BMC US Equity,Technology,
BMED IM Equity,Financial,
BMO CN Equity,Financial,
BMPS IM Equity,Financial,
BMRN US Equity,"Consumer, Non-cyclical",
BMW GY Equity,"Consumer, Cyclical",
BMY US Equity,"Consumer, Non-cyclical",
BN CN Equity,Financial,
BN FP Equity,"Consumer, Non-cyclical",
BNI US Equity,Industrial,
BNP CN Equity,Energy,
BNP FP Equity,Financial,
BNR GY Equity,Basic Materials,
BNRE CN Equity,Financial,
BNS CN Equity,Financial,
BNZL LN Equity,"Consumer, Cyclical",
BOKA NA Equity,Industrial,
BOKF US Equity,Financial,
BOL FP Equity,Communications,
BOL SS Equity,Basic Materials,
BOS3 GY Equity,"Consumer, Cyclical",
BOSS GY Equity,"Consumer, Cyclical",
BOT US Equity,Financial,
BP/ LN Equity,Energy,
BPE IM Equity,Financial,
BPI IM Equity,Financial,
BPI PL Equity,Financial,
BPO CN Equity,Financial,
BPOP US Equity,Financial,
BPOST BB Equity,Industrial,
BPSO IM Equity,Financial,
BPTY LN Equity,"Consumer, Cyclical",
BPVN IM Equity,Financial,
BR US Equity,Technology,
BRBY LN Equity,"Consumer, Cyclical",
BRCM US Equity,Technology,
BRI PL Equity,"Consumer, Non-cyclical",
BRK/B US Equity,Financial,
BRKR US Equity,"Consumer, Non-cyclical",
BRL US Equity,"Consumer, Non-cyclical",
BRO US Equity,Financial,
BRX US Equity,Financial,
BSL AU Equity,Basic Materials,
BSX US Equity,"Consumer, Non-cyclical",
BSY US Equity,Technology,
BT/A LN Equity,Communications,
BTE CN Equity,Energy,
BTO SM Equity,Financial,
BTUUQ US Equity,Energy,
BUCY US Equity,Industrial,
BUD AV Equity,Basic Materials,
BUL IM Equity,"Consumer, Cyclical",
BURL US Equity,"Consumer, Cyclical",
BVA SM Equity,Financial,
BVI FP Equity,"Consumer, Non-cyclical",
BWA US Equity,"Consumer, Cyclical",
BWO AV Equity,Financial,
BWY LN Equity,"Consumer, Cyclical",
BX US Equity,Financial,
BXB AU Equity,"Consumer, Non-cyclical",
BXLT US Equity,"Consumer, Non-cyclical",
BXP US Equity,Financial,
BYD US Equity,"Consumer, Cyclical",
BYND US Equity,"Consumer, Non-cyclical",
BZU IM Equity,Industrial,
C US Equity,Financial,
CA FP Equity,"Consumer, Non-cyclical",
CA US Equity,Funds,
CABK SM Equity,Financial,
CABO US Equity,Communications,
CACC US Equity,Financial,
CAE CN Equity,Industrial,
CAG US Equity,"Consumer, Non-cyclical",
CAH US Equity,"Consumer, Non-cyclical",
CAI AV Equity,Financial,
CAM US Equity,Energy,
CAP FP Equity,Technology,
CAP IM Equity,Financial,
CAPL SP Equity,Financial,
CARLB DC Equity,"Consumer, Non-cyclical",
CARR US Equity,Industrial,
CAR-U CN Equity,Financial,
CAST SS Equity,Financial,
CAT US Equity,Industrial,
CB US Equity,Financial,
CBA AU Equity,Financial,
CBE US Equity,Industrial,
CBG LN Equity,Financial,
CBI US Equity,Industrial,
CBK GY Equity,Financial,
CBOE US Equity,Financial,
CBRE US Equity,Financial,
CBRY LN Equity,"Consumer, Non-cyclical",
CBSH US Equity,Financial,
CC US Equity,Basic Materials,
CCEP US Equity,"Consumer, Non-cyclical",
CCH LN Equity,"Consumer, Non-cyclical",
CCI US Equity,Financial,
CCK US Equity,Industrial,
CCL AU Equity,Financial,
CCL LN Equity,"Consumer, Cyclical",
CCL US Equity,"Consumer, Cyclical",
CCL/B CN Equity,Industrial,
CCO CN Equity,Basic Materials,
CCO US Equity,Communications,
CCT CN Equity,"Consumer, Non-cyclical",
CCT SP Equity,Financial,
CD SP Equity,Industrial,
CDAY US Equity,Technology,
CDI FP Equity,"Consumer, Cyclical",
CDK US Equity,Technology,
CDNS US Equity,Technology,
CDW US Equity,Communications,
CDWC US Equity,Technology,
CE US Equity,Basic Materials,
CEC GY Equity,"Consumer, Cyclical",
CEG US Equity,Utilities,
CEL IT Equity,Communications,
CELG US Equity,"Consumer, Non-cyclical",
CEN NZ Equity,Utilities,
CEP SM Equity,Energy,
CEPH US Equity,"Consumer, Non-cyclical",
CERN US Equity,Technology,
CF US Equity,Basic Materials,
CFC US Equity,Financial,
CFG US Equity,Financial,
CFLT US Equity,Technology,
CFN US Equity,"Consumer, Non-cyclical",
CFR SE Equity,"Consumer, Cyclical",
CFR US Equity,Financial,
CG CN Equity,Basic Materials,
CG US Equity,Financial,
CGF AU Equity,Financial,
CGG FP Equity,Energy,
CGNT US Equity,Technology,
CGNX US Equity,Industrial,
CHD US Equity,"Consumer, Non-cyclical",
CHDN US Equity,"Consumer, Cyclical",
CHGG US Equity,"Consumer, Non-cyclical",
CHI NZ Equity,Energy,
CHK US Equity,Energy,
CHKAQ US Equity,Energy,
CHKP US Equity,Technology,
CHP-U CN Equity,Financial,
CHR DC Equity,Basic Materials,
CHRW US Equity,Industrial,
CHS US Equity,"Consumer, Cyclical",
CHTR US Equity,Communications,
CHWY US Equity,Communications,
CI US Equity,"Consumer, Non-cyclical",
CICT SP Equity,Financial,
CIEIQ US Equity,Energy,
CIM AU Equity,Industrial,
CINF US Equity,Financial,
CIT SP Equity,Financial,
CIT US Equity,Financial,
CITGQ US Equity,Financial,
CITINQ HK Equity,Financial,
CIX CN Equity,Financial,
CL US Equity,"Consumer, Non-cyclical",
CLAR SP Equity,Financial,
CLAS SP Equity,Financial,
CLB US Equity,Energy,
CLF US Equity,Basic Materials,
CLGX US Equity,Financial,
CLI SP Equity,Financial,
CLNX SM Equity,Industrial,
CLR US Equity,Energy,
CLS1 GY Equity,"Consumer, Non-cyclical",
CLVT US Equity,"Consumer, Non-cyclical",
CLWR US Equity,Communications,
CLX US Equity,"Consumer, Non-cyclical",
CM CN Equity,Financial,
CMA FP Equity,Industrial,
CMA SP Equity,Financial,
CMA US Equity,Financial,
CMCSA US Equity,Communications,
CMCSK US Equity,Communications,
CME US Equity,Financial,
CMG US Equity,"Consumer, Cyclical",
CMI US Equity,"Consumer, Cyclical",
CMS US Equity,Utilities,
CNA LN Equity,Utilities,
CNA US Equity,Financial,
CNC US Equity,"Consumer, Non-cyclical",
CNE LN Equity,Energy,
CNH US Equity,Industrial,
CNP FP Equity,Financial,
CNP US Equity,Utilities,
CNQ CN Equity,Energy,
CNR CN Equity,Industrial,
CNU NZ Equity,Communications,
CNX US Equity,Energy,
CO FP Equity,"Consumer, Non-cyclical",
COB LN Equity,Industrial,
CODAN DC Equity,Financial,
COF US Equity,Financial,
COH AU Equity,"Consumer, Non-cyclical",
COIN US Equity,Financial,
COL AU Equity,"Consumer, Non-cyclical",
COL SM Equity,Financial,
COL US Equity,Industrial,
COLM US Equity,"Consumer, Cyclical",
COLOB DC Equity,"Consumer, Non-cyclical",
COLR BB Equity,"Consumer, Non-cyclical",
COMM US Equity,Communications,
CON GY Equity,"Consumer, Cyclical",
CONE US Equity,Financial,
COO US Equity,"Consumer, Non-cyclical",
COP US Equity,Energy,
COR US Equity,"Consumer, Non-cyclical",
CORA NA Equity,Financial,
COS SP Equity,Industrial,
COSMO GA Equity,Communications,
COST US Equity,"Consumer, Cyclical",
COTY US Equity,"Consumer, Non-cyclical",
COUP US Equity,Technology,
COV FP Equity,Financial,
COV US Equity,"Consumer, Non-cyclical",
CP CN Equity,Industrial,
CPAY US Equity,"Consumer, Non-cyclical",
CPB US Equity,"Consumer, Non-cyclical",
CPG CN Equity,Energy,
CPG LN Equity,"Consumer, Cyclical",
CPGX US Equity,Energy,
CPI LN Equity,"Consumer, Non-cyclical",
CPN US Equity,Utilities,
CPNG US Equity,Communications,
CPPRQ US Equity,"Consumer, Cyclical",
CPR IM Equity,"Consumer, Non-cyclical",
CPR PL Equity,Industrial,
CPRI US Equity,"Consumer, Cyclical",
CPRT US Equity,"Consumer, Cyclical",
CPT US Equity,Financial,
CPU AU Equity,Financial,
CRBG US Equity,Financial,
CRDA LN Equity,Basic Materials,
CRG IM Equity,Financial,
CRH LN Equity,Industrial,
CRH US Equity,Industrial,
CRI US Equity,"Consumer, Cyclical",
CRL US Equity,"Consumer, Non-cyclical",
CRM US Equity,Technology,
CRSP US Equity,"Consumer, Non-cyclical",
CRWD US Equity,Technology,
CS FP Equity,Financial,
CSC US Equity,Technology,
CSCO US Equity,Communications,
CSE US Equity,Financial,
CSGN SE Equity,Financial,
CSGP US Equity,Financial,
CSL AU Equity,"Consumer, Non-cyclical",
CSL US Equity,Industrial,
CSM SP Equity,Technology,
CSRA US Equity,Technology,
CSTE US Equity,Industrial,
CSU CN Equity,Technology,
CSX US Equity,Industrial,
CTAS US Equity,"Consumer, Non-cyclical",
CTC CN Equity,"Consumer, Cyclical",
CTEC LN Equity,"Consumer, Non-cyclical",
CTLT US Equity,"Consumer, Non-cyclical",
CTRA US Equity,Energy,
CTSH US Equity,Technology,
CTT LN Equity,Financial,
CTVA US Equity,"Consumer, Non-cyclical",
CTXS US Equity,Technology,
CU CN Equity,Utilities,
CUBE US Equity,Financial,
CURY LN Equity,"Consumer, Cyclical",
CVC NA Equity,Financial,
CVC US Equity,Communications,
CVD US Equity,"Consumer, Non-cyclical",
CVE CN Equity,Energy,
CVH US Equity,"Consumer, Non-cyclical",
CVNA US Equity,"Consumer, Cyclical",
CVS US Equity,"Consumer, Non-cyclical",
CVX US Equity,Energy,
CW/ LN Equity,Communications,
CWC LN Equity,Communications,
CWN AU Equity,"Consumer, Cyclical",
CXG US Equity,Energy,
CXO US Equity,Energy,
CY US Equity,Technology,
CYBR US Equity,Technology,
CYH US Equity,"Consumer, Non-cyclical",
CZR US Equity,"Consumer, Cyclical",
D US Equity,Utilities,
DADE US Equity,"Consumer, Non-cyclical",
DAL US Equity,"Consumer, Cyclical",
DANSKE DC Equity,Financial,
DAR US Equity,"Consumer, Non-cyclical",
DASH US Equity,Communications,
DATA US Equity,Technology,
DAY US Equity,Technology,
DB1 GY Equity,Financial,
DB11 GY Equity,Financial,
DBK GY Equity,Financial,
DBRG US Equity,Communications,
DBS SP Equity,Financial,
DBX US Equity,Technology,
DCC LN Equity,Energy,
DCI US Equity,Industrial,
DCO DC Equity,Basic Materials,
DD US Equity,Basic Materials,
DDASA NO Equity,Energy,
DDOG US Equity,Technology,
DE US Equity,Industrial,
DEB LN Equity,"Consumer, Cyclical",
DEC FP Equity,Communications,
DECK US Equity,"Consumer, Cyclical",
DEI US Equity,Financial,
DELB BB Equity,"Consumer, Non-cyclical",
DELL US Equity,Technology,
DEMANT DC Equity,"Consumer, Non-cyclical",
DEXB BB Equity,Financial,
DFI SP Equity,"Consumer, Non-cyclical",
DFODQ US Equity,"Consumer, Non-cyclical",
DFS US Equity,Financial,
DG FP Equity,Industrial,
DG US Equity,"Consumer, Cyclical",
DGC CN Equity,Financial,
DGE LN Equity,"Consumer, Non-cyclical",
DGO ID Equity,Energy,
DGX US Equity,"Consumer, Non-cyclical",
DHC US Equity,Financial,
DHER GY Equity,Communications,
DHI US Equity,"Consumer, Cyclical",
DHL GY Equity,Industrial,
DHR US Equity,"Consumer, Non-cyclical",
DIA IM Equity,"Consumer, Non-cyclical",
DIE BB Equity,"Consumer, Cyclical",
DIM FP Equity,"Consumer, Non-cyclical",
DINO US Equity,Energy,
DIS US Equity,Communications,
DISCA US Equity,Communications,
DISCK US Equity,Communications,
DISH US Equity,Communications,
DKNG US Equity,"Consumer, Cyclical",
DKS US Equity,"Consumer, Cyclical",
DLB US Equity,"Consumer, Cyclical",
DLEKG IT Equity,Energy,
DLEN IT Equity,Energy,
DLG LN Equity,Financial,
DLN LN Equity,Financial,
DLR US Equity,Financial,
DLTR US Equity,"Consumer, Cyclical",
DMGT LN Equity,Communications,
DMP AU Equity,"Consumer, Cyclical",
DNB NO Equity,Financial,
DNB US Equity,"Consumer, Non-cyclical",
DNDNQ US Equity,"Consumer, Non-cyclical",
DNO NO Equity,Energy,
DNORD DC Equity,Industrial,
DNRCQ US Equity,Energy,
DOC US Equity,Financial,
DOCU US Equity,Technology,
DOFSQ US Equity,Energy,
DOL CN Equity,"Consumer, Cyclical",
DOV US Equity,Industrial,
DOW US Equity,Basic Materials,
DOX US Equity,Technology,
DPB GY Equity,Financial,
DPZ US Equity,"Consumer, Cyclical",
DRE US Equity,Financial,
DRI US Equity,"Consumer, Cyclical",
DRTY LN Equity,"Consumer, Cyclical",
DRX LN Equity,Utilities,
DSCT IT Equity,Financial,
DSFIR NA Equity,Basic Materials,
DSM NA Equity,Basic Materials,
DST US Equity,Communications,
DSV DC Equity,Industrial,
DSY FP Equity,Technology,
DT US Equity,Technology,
DTE GY Equity,Communications,
DTE US Equity,Utilities,
DTG GY Equity,"Consumer, Cyclical",
DUE AU Equity,Utilities,
DUK US Equity,Utilities,
DVA US Equity,"Consumer, Non-cyclical",
DVMT US Equity,Technology,
DVN US Equity,Energy,
DWNI GY Equity,Financial,
DWS GY Equity,Financial,
DXC US Equity,Technology,
DXCM US Equity,"Consumer, Non-cyclical",
DXNS LN Equity,"Consumer, Cyclical",
DXS AU Equity,Financial,
DYNIQ US Equity,Utilities,
EA US Equity,Technology,
EAF US Equity,Industrial,
EAT US Equity,"Consumer, Cyclical",
EBAY US Equity,Communications,
EBO NZ Equity,"Consumer, Non-cyclical",
EBS AV Equity,Financial,
ECL US Equity,Basic Materials,
ED US Equity,Utilities,
EDEN FP Equity,"Consumer, Non-cyclical",
EDF FP Equity,Utilities,
EDN IM Equity,Utilities,
EDP PL Equity,Utilities,
EDPR PL Equity,Utilities,
EDR US Equity,Communications,
EDV AU Equity,"Consumer, Non-cyclical",
EEEK GA Equity,"Consumer, Non-cyclical",
EEFT US Equity,"Consumer, Non-cyclical",
EFGN SE Equity,Financial,
EFN CN Equity,"Consumer, Non-cyclical",
EFX US Equity,"Consumer, Non-cyclical",
EG US Equity,Financial,
EGN US Equity,Energy,
EGPW IM Equity,Utilities,
EHC US Equity,"Consumer, Non-cyclical",
EIG LN Equity,"Consumer, Cyclical",
EIX US Equity,Utilities,
EKDKQ US Equity,Industrial,
EKTAB SS Equity,"Consumer, Non-cyclical",
EL FP Equity,"Consumer, Non-cyclical",
EL US Equity,"Consumer, Non-cyclical",
ELAN US Equity,"Consumer, Non-cyclical",
ELD CN Equity,Basic Materials,
ELE SM Equity,Utilities,
ELI BB Equity,Utilities,
ELISA FH Equity,Communications,
ELK NO Equity,Industrial,
ELLAKTOR GA Equity,"Consumer, Non-cyclical",
ELN ID Equity,"Consumer, Non-cyclical",
ELPE GA Equity,Energy,
ELS US Equity,Financial,
ELTR IT Equity,Industrial,
ELUXB SS Equity,"Consumer, Cyclical",
ELV US Equity,"Consumer, Non-cyclical",
EMA CN Equity,Utilities,
EMA LN Equity,"Consumer, Non-cyclical",
EMBRACB SS Equity,Technology,
EMC US Equity,Funds,
EME US Equity,Industrial,
EMG LN Equity,Financial,
EMI LN Equity,"Consumer, Cyclical",
EML NA Equity,Communications,
EMN US Equity,Basic Materials,
EMP/A CN Equity,"Consumer, Non-cyclical",
EMR US Equity,Industrial,
EMSN SE Equity,Basic Materials,
EN FP Equity,Industrial,
ENB CN Equity,Energy,
ENDPQ US Equity,"Consumer, Non-cyclical",
ENEL IM Equity,Utilities,
ENG SM Equity,Utilities,
ENGI FP Equity,Utilities,
ENI IM Equity,Energy,
ENLT IT Equity,Utilities,
ENOV US Equity,"Consumer, Non-cyclical",
ENPH US Equity,Energy,
ENR GY Equity,Industrial,
ENRC LN Equity,Basic Materials,
ENRG IT Equity,Energy,
ENT LN Equity,"Consumer, Cyclical",
ENTG US Equity,Technology,
ENTRA NO Equity,Financial,
EOAN GY Equity,Utilities,
EOG US Equity,Energy,
EPAM US Equity,Technology,
EPC US Equity,"Consumer, Non-cyclical",
EPIA SS Equity,Industrial,
EQH US Equity,Financial,
EQIX US Equity,Financial,
EQN CN Equity,Basic Materials,
EQNR NO Equity,Energy,
EQR US Equity,Financial,
EQT SS Equity,Financial,
EQT US Equity,Energy,
ERA AU Equity,Basic Materials,
ERA FP Equity,Basic Materials,
ERF CN Equity,Energy,
ERF FP Equity,"Consumer, Non-cyclical",
ERICA SS Equity,Communications,
ERIE US Equity,Financial,
ES US Equity,Utilities,
ESINQ US Equity,"Consumer, Non-cyclical",
ESLT IT Equity,Industrial,
ESRX US Equity,"Consumer, Non-cyclical",
ESS US Equity,Financial,
ESSITYA SS Equity,"Consumer, Non-cyclical",
ESSR LN Equity,Energy,
ESTC US Equity,Technology,
ETE GA Equity,Financial,
ETFC US Equity,Communications,
ETL FP Equity,Communications,
ETN US Equity,Industrial,
ETR US Equity,Utilities,
ETSY US Equity,Communications,
EUROB GA Equity,Financial,
EV US Equity,Funds,
EVHC US Equity,"Consumer, Non-cyclical",
EVK GY Equity,Basic Materials,
EVN AU Equity,Basic Materials,
EVN AV Equity,Utilities,
EVO SS Equity,"Consumer, Cyclical",
EVR LN Equity,Basic Materials,
EVRG US Equity,Utilities,
EW US Equity,"Consumer, Non-cyclical",
EWBC US Equity,Financial,
EXAS US Equity,"Consumer, Non-cyclical",
EXC US Equity,Utilities,
EXE US Equity,Energy,
EXEL US Equity,"Consumer, Non-cyclical",
EXO IM Equity,Financial,
EXO NA Equity,Financial,
EXPD US Equity,Industrial,
EXPE US Equity,Communications,
EXPN LN Equity,"Consumer, Non-cyclical",
EXR US Equity,Financial,
EYDAP GA Equity,Utilities,
EZJ LN Equity,"Consumer, Cyclical",
F IM Equity,"Consumer, Cyclical",
F US Equity,"Consumer, Cyclical",
FAD SM Equity,Financial,
FANG US Equity,Energy,
FAST US Equity,"Consumer, Cyclical",
FBIN US Equity,Industrial,
FBK IM Equity,Financial,
FBU NZ Equity,Industrial,
FCC SM Equity,Industrial,
FCD LN Equity,"Consumer, Cyclical",
FCE/A US Equity,Financial,
FCNCA US Equity,Financial,
FCX US Equity,Basic Materials,
FDC US Equity,Technology,
FDO US Equity,"Consumer, Cyclical",
FDS US Equity,Communications,
FDSVP BB Equity,"Consumer, Non-cyclical",
FDX US Equity,Industrial,
FE US Equity,Utilities,
FER SM Equity,Industrial,
FERG LN Equity,"Consumer, Cyclical",
FERG US Equity,"Consumer, Cyclical",
FFGRP GA Equity,"Consumer, Cyclical",
FFH CN Equity,Financial,
FFIV US Equity,Communications,
FGP LN Equity,Industrial,
FGR FP Equity,Industrial,
FHN US Equity,Financial,
FI IM Equity,"Consumer, Cyclical",
FI US Equity,Technology,
FIBI IT Equity,Financial,
FICO US Equity,Technology,
FIS US Equity,Technology,
FITB US Equity,Financial,
FIVE US Equity,"Consumer, Cyclical",
FIVN US Equity,Technology,
FL US Equity,"Consumer, Cyclical",
FLEX US Equity,Industrial,
FLG LN Equity,Financial,
FLIR US Equity,Industrial,
FLO US Equity,"Consumer, Non-cyclical",
FLR US Equity,Industrial,
FLS DC Equity,Industrial,
FLS US Equity,Industrial,
FLT AU Equity,"Consumer, Cyclical",
FLT SP Equity,Financial,
FLTR LN Equity,"Consumer, Cyclical",
FM CN Equity,Basic Materials,
FMC US Equity,Basic Materials,
FMCC US Equity,Financial,
FMD US Equity,Financial,
FME GY Equity,"Consumer, Non-cyclical",
FMG AU Equity,Basic Materials,
FND US Equity,"Consumer, Cyclical",
FNF US Equity,Financial,
FNMA US Equity,Financial,
FNN SP Equity,"Consumer, Non-cyclical",
FNV CN Equity,Basic Materials,
FORTUM FH Equity,Utilities,
FOSL US Equity,"Consumer, Cyclical",
FOX US Equity,Communications,
FP/ LN Equity,Financial,
FPE GY Equity,Basic Materials,
FPH NZ Equity,"Consumer, Non-cyclical",
FPL SP Equity,Financial,
FR FP Equity,"Consumer, Cyclical",
FR SP Equity,"Consumer, Non-cyclical",
FRA GY Equity,Industrial,
FRAS LN Equity,"Consumer, Cyclical",
FRCB US Equity,Financial,
FRE GY Equity,"Consumer, Non-cyclical",
FRES LN Equity,Basic Materials,
FRK US Equity,Industrial,
FROG US Equity,Technology,
