ID,GICS Sector,Partial Errors
PFD LN Equity,"Consumer, Non-cyclical",
PFE US Equity,"Consumer, Non-cyclical",
PFG LN Equity,Financial,
PFG US Equity,Financial,
PG US Equity,"Consumer, Non-cyclical",
PGEN US Equity,"Consumer, Non-cyclical",
PGF CN Equity,Energy,
PGHN SE Equity,Financial,
PGIL LN Equity,Basic Materials,
PGR US Equity,Financial,
PGS NO Equity,Energy,
PGY US Equity,Technology,
PH US Equity,Industrial,
PHIA NA Equity,"Consumer, Non-cyclical",
PHM US Equity,"Consumer, Cyclical",
PHNX LN Equity,Financial,
PHOE IT Equity,Financial,
PHR PL Equity,Communications,
PII US Equity,"Consumer, Cyclical",
PINC US Equity,"Consumer, Non-cyclical",
PINS US Equity,Communications,
PIRC IM Equity,"Consumer, Cyclical",
PJC/A CN Equity,"Consumer, Cyclical",
PK US Equity,Financial,
PKG US Equity,Industrial,
PKI US Equity,"Consumer, Non-cyclical",
PLD US Equity,Financial,
PLS AU Equity,Basic Materials,
PLTK US Equity,Technology,
PLTR US Equity,Technology,
PLUG US Equity,Energy,
PLUS LN Equity,Financial,
PM US Equity,"Consumer, Non-cyclical",
PMG CN Equity,Energy,
PMI IM Equity,Financial,
PNC US Equity,Financial,
PNDORA DC Equity,"Consumer, Cyclical",
PNL NA Equity,Industrial,
PNN LN Equity,Utilities,
PNR US Equity,Industrial,
PNRA US Equity,"Consumer, Cyclical",
PNW US Equity,Utilities,
PODD US Equity,"Consumer, Non-cyclical",
POH1S FH Equity,Financial,
POLI IT Equity,Financial,
POM US Equity,Technology,
POOL US Equity,"Consumer, Cyclical",
POP SM Equity,Financial,
POST AV Equity,Industrial,
POST US Equity,"Consumer, Non-cyclical",
POT NZ Equity,"Consumer, Non-cyclical",
POU CN Equity,Energy,
POW CN Equity,Financial,
PPC GA Equity,Utilities,
PPC US Equity,"Consumer, Non-cyclical",
PPD US Equity,"Consumer, Non-cyclical",
PPDI US Equity,"Consumer, Non-cyclical",
PPG US Equity,Basic Materials,
PPL CN Equity,Energy,
PPL US Equity,Utilities,
PPMIQ US Equity,Financial,
PRAH US Equity,"Consumer, Non-cyclical",
PRGO US Equity,"Consumer, Non-cyclical",
PROX BB Equity,Communications,
PRS NO Equity,Energy,
PRU LN Equity,Financial,
PRU US Equity,Financial,
PRX NA Equity,Communications,
PRY IM Equity,Industrial,
PSA US Equity,Financial,
PSK CN Equity,Energy,
PSM GY Equity,Communications,
PSN LN Equity,"Consumer, Cyclical",
PSNY US Equity,"Consumer, Cyclical",
PSON LN Equity,Communications,
PST IM Equity,Industrial,
PSTG US Equity,Technology,
PSX US Equity,Energy,
PTC US Equity,Technology,
PTNR IT Equity,Communications,
PTON US Equity,"Consumer, Cyclical",
PTV US Equity,Industrial,
PUB FP Equity,Communications,
PUB LN Equity,"Consumer, Cyclical",
PUM GY Equity,"Consumer, Cyclical",
PVH US Equity,"Consumer, Cyclical",
PVTL US Equity,Technology,
PWF CN Equity,Financial,
PWR US Equity,"Consumer, Non-cyclical",
PXD US Equity,Energy,
PXP US Equity,Energy,
PYPL US Equity,"Consumer, Non-cyclical",
PZOL IT Equity,Energy,
QAN AU Equity,"Consumer, Cyclical",
QBE AU Equity,Financial,
QBR/B CN Equity,Communications,
QBT SM Equity,Financial,
QCE GY Equity,Technology,
QCOM US Equity,Technology,
QEP US Equity,Energy,
QFI LN Equity,Energy,
QGEN US Equity,"Consumer, Non-cyclical",
QRTEA US Equity,"Consumer, Cyclical",
QRVO US Equity,Technology,
QS US Equity,"Consumer, Cyclical",
QSR CN Equity,"Consumer, Cyclical",
RAA GY Equity,"Consumer, Cyclical",
RACE IM Equity,"Consumer, Cyclical",
RAD US Equity,"Consumer, Cyclical",
RAI US Equity,"Consumer, Non-cyclical",
RAND NA Equity,"Consumer, Non-cyclical",
RASP RX Equity,Energy,
RATOB SS Equity,Financial,
RAX US Equity,Technology,
RBA CN Equity,"Consumer, Non-cyclical",
RBI AV Equity,Financial,
RBLX US Equity,Technology,
RCEA NA Equity,Financial,
RCH LN Equity,Communications,
RCI/B CN Equity,Communications,
RCL US Equity,"Consumer, Cyclical",
RDN US Equity,Financial,
RDSB LN Equity,Energy,
RE US Equity,Financial,
REA AU Equity,Financial,
REC IM Equity,"Consumer, Non-cyclical",
RECSI NO Equity,Technology,
RED SM Equity,Utilities,
REE US Equity,"Consumer, Cyclical",
REG US Equity,Financial,
REGN US Equity,"Consumer, Non-cyclical",
REH AU Equity,"Consumer, Cyclical",
REI-U CN Equity,Financial,
REL LN Equity,"Consumer, Non-cyclical",
REP SM Equity,Energy,
REX LN Equity,Industrial,
REXR US Equity,Financial,
RF FP Equity,Financial,
RF US Equity,Financial,
RGA US Equity,Financial,
RGEN US Equity,"Consumer, Non-cyclical",
RGLD US Equity,Basic Materials,
RH US Equity,"Consumer, Cyclical",
RHC AU Equity,"Consumer, Non-cyclical",
RHDCQ US Equity,Communications,
RHI US Equity,"Consumer, Non-cyclical",
RHM GY Equity,Industrial,
RHT US Equity,Technology,
RI FP Equity,"Consumer, Non-cyclical",
RIG US Equity,Energy,
RIO AU Equity,Basic Materials,
RIO LN Equity,Basic Materials,
RITM US Equity,Financial,
RIVN US Equity,"Consumer, Cyclical",
RJF US Equity,Financial,
RKET GY Equity,Communications,
RKT LN Equity,"Consumer, Non-cyclical",
RKT US Equity,Financial,
RL US Equity,"Consumer, Cyclical",
RMD US Equity,"Consumer, Non-cyclical",
RMS FP Equity,"Consumer, Cyclical",
RMV LN Equity,Communications,
RNG US Equity,Technology,
RNO FP Equity,"Consumer, Cyclical",
RNR US Equity,Financial,
RO SE Equity,"Consumer, Non-cyclical",
ROCKB DC Equity,Industrial,
ROH US Equity,Basic Materials,
ROK US Equity,Industrial,
ROKU US Equity,Communications,
ROL US Equity,"Consumer, Non-cyclical",
ROO LN Equity,Communications,
ROP US Equity,Technology,
ROST US Equity,"Consumer, Cyclical",
RPM US Equity,Basic Materials,
RPRX US Equity,"Consumer, Non-cyclical",
RR/ LN Equity,Industrial,
RRC US Equity,Energy,
RRD US Equity,"Consumer, Non-cyclical",
RRS LN Equity,Basic Materials,
RRTL GY Equity,Communications,
RRX US Equity,Industrial,
RS US Equity,Basic Materials,
RSA LN Equity,Financial,
RSG US Equity,Industrial,
RSKD US Equity,Technology,
RSPP US Equity,Energy,
RTN US Equity,Industrial,
RTO LN Equity,"Consumer, Non-cyclical",
RTRKS FH Equity,Industrial,
RTX US Equity,Industrial,
RUN US Equity,Energy,
RVBD US Equity,Technology,
RVTY US Equity,"Consumer, Non-cyclical",
RWE GY Equity,Utilities,
RWE3 GY Equity,Utilities,
RX US Equity,"Consumer, Non-cyclical",
RXL FP Equity,"Consumer, Cyclical",
RY CN Equity,Financial,
RYA ID Equity,"Consumer, Cyclical",
RYAN US Equity,Financial,
RYM NZ Equity,"Consumer, Non-cyclical",
RYN US Equity,Financial,
S CN Equity,Diversified,
S US Equity,Technology,
S32 AU Equity,Basic Materials,
SAABB SS Equity,Industrial,
SAB LN Equity,"Consumer, Non-cyclical",
SAB SM Equity,Financial,
SABR US Equity,"Consumer, Cyclical",
SAE IT Equity,"Consumer, Non-cyclical",
SAF FP Equity,Industrial,
SAGAA SS Equity,Financial,
SAGE US Equity,"Consumer, Non-cyclical",
SALM NO Equity,"Consumer, Non-cyclical",
SAM US Equity,"Consumer, Non-cyclical",
SAMPO FH Equity,Financial,
SAN FP Equity,"Consumer, Non-cyclical",
SAN SM Equity,Financial,
SAND SS Equity,Industrial,
SANOMA FH Equity,Communications,
SAP CN Equity,"Consumer, Non-cyclical",
SAP GY Equity,Technology,
SATS SP Equity,Industrial,
SBAC US Equity,Financial,
SBBB SS Equity,Financial,
SBE LN Equity,Energy,
SBMO NA Equity,Energy,
SBNY US Equity,Financial,
SBRY LN Equity,"Consumer, Non-cyclical",
SBUX US Equity,"Consumer, Cyclical",
SC US Equity,Financial,
SCAA SS Equity,Industrial,
SCATC NO Equity,Energy,
SCG AU Equity,Financial,
SCG US Equity,Utilities,
SCHA NO Equity,Communications,
SCHN SE Equity,Industrial,
SCHW US Equity,Financial,
SCI SP Equity,Utilities,
SCI US Equity,"Consumer, Non-cyclical",
SCMN SE Equity,Communications,
SCOT SP Equity,Financial,
SCTN LN Equity,"Consumer, Non-cyclical",
SCU US Equity,Financial,
SCYR SM Equity,Industrial,
SD US Equity,Energy,
SDF GY Equity,Basic Materials,
SDR LN Equity,Financial,
SDRC LN Equity,Financial,
SDZ SE Equity,"Consumer, Non-cyclical",
SE US Equity,Communications,
SEBA SS Equity,Financial,
SECUB SS Equity,"Consumer, Non-cyclical",
SEDG US Equity,Energy,
SEE US Equity,Industrial,
SEIC US Equity,Financial,
SEK AU Equity,Communications,
SEPR US Equity,"Consumer, Non-cyclical",
SEV FP Equity,Utilities,
SFER IM Equity,"Consumer, Cyclical",
SFG US Equity,Financial,
SFR FP Equity,Communications,
SFR NO Equity,"Consumer, Cyclical",
SGC LN Equity,Industrial,
SGC SM Equity,Communications,
SGE LN Equity,Technology,
SGEN US Equity,"Consumer, Non-cyclical",
SGM AU Equity,Industrial,
SGO FP Equity,Industrial,
SGP AU Equity,Financial,
SGP US Equity,"Consumer, Non-cyclical",
SGQ CN Equity,Energy,
SGRE SM Equity,Energy,
SGRO LN Equity,Financial,
SGSN SE Equity,"Consumer, Non-cyclical",
SGX SP Equity,Financial,
SHA GY Equity,"Consumer, Cyclical",
SHBA SS Equity,Financial,
SHC US Equity,"Consumer, Non-cyclical",
SHEL LN Equity,Energy,
SHL AU Equity,"Consumer, Non-cyclical",
SHL GY Equity,"Consumer, Non-cyclical",
SHLDQ US Equity,"Consumer, Cyclical",
SHOP CN Equity,Communications,
SHP LN Equity,"Consumer, Non-cyclical",
SHW US Equity,Basic Materials,
SIA SP Equity,"Consumer, Cyclical",
SIAL US Equity,Basic Materials,
SIE GY Equity,Industrial,
SIE SP Equity,"Consumer, Non-cyclical",
SIG US Equity,"Consumer, Cyclical",
SIKA SE Equity,Industrial,
SINCH SS Equity,Technology,
SIRI US Equity,Communications,
SIRO US Equity,"Consumer, Non-cyclical",
SITC US Equity,Financial,
SIVB US Equity,Financial,
SJM US Equity,"Consumer, Non-cyclical",
SJR/B CN Equity,Communications,
SK FP Equity,"Consumer, Cyclical",
SKAB SS Equity,Industrial,
SKBN IT Equity,Industrial,
SKC NZ Equity,"Consumer, Cyclical",
SKFA SS Equity,Industrial,
SKG ID Equity,Basic Materials,
SKLZ US Equity,Technology,
SKT NZ Equity,Communications,
SKX US Equity,"Consumer, Cyclical",
SKY LN Equity,Communications,
SKYD GY Equity,Communications,
SL SP Equity,Financial,
SLB US Equity,Energy,
SLF CN Equity,Financial,
SLG US Equity,Financial,
SLHN SE Equity,Financial,
SLM US Equity,Financial,
SLXP US Equity,"Consumer, Non-cyclical",
SMCI US Equity,Technology,
SMDS LN Equity,Industrial,
SMG US Equity,"Consumer, Cyclical",
SMIN LN Equity,Industrial,
SMM SP Equity,Energy,
SN/ LN Equity,"Consumer, Non-cyclical",
SNA US Equity,Industrial,
SNAP US Equity,Communications,
SNC CN Equity,Industrial,
SNDK US Equity,Technology,
SNI US Equity,,No valid data returned for Security SNI US Equity.
SNOW US Equity,Technology,
SNPS US Equity,Technology,
SNV US Equity,Financial,
SNX US Equity,Industrial,
SO US Equity,Utilities,
SOBI SS Equity,"Consumer, Non-cyclical",
SODA US Equity,"Consumer, Cyclical",
SOF BB Equity,Financial,
SOFI US Equity,Financial,
SOLB BB Equity,Basic Materials,
SOLV US Equity,"Consumer, Non-cyclical",
SON PL Equity,"Consumer, Non-cyclical",
SON US Equity,Industrial,
SOON SE Equity,"Consumer, Non-cyclical",
SOV US Equity,Financial,
SPC SP Equity,Energy,
SPEN IT Equity,Industrial,
SPG US Equity,Financial,
SPGI US Equity,"Consumer, Non-cyclical",
SPH SP Equity,Financial,
SPK NZ Equity,Communications,
SPLG SP Equity,Financial,
SPLK US Equity,Technology,
SPLS US Equity,"Consumer, Cyclical",
SPM IM Equity,Energy,
SPNS US Equity,Technology,
SPOT US Equity,Communications,
SPR GY Equity,Communications,
SPR US Equity,Industrial,
SPW LN Equity,Utilities,
SPWR US Equity,Energy,
SPX LN Equity,Industrial,
SPXC US Equity,Industrial,
SR NA Equity,Financial,
SRBNK NO Equity,Financial,
SRC US Equity,Financial,
SRCL US Equity,Industrial,
SRE US Equity,Utilities,
SREN SE Equity,Financial,
SRG IM Equity,Utilities,
SRP LN Equity,Technology,
SRPT US Equity,"Consumer, Non-cyclical",
SRS IM Equity,Energy,
SRT3 GY Equity,Industrial,
SRZ GY Equity,"Consumer, Non-cyclical",
SSABA SS Equity,Basic Materials,
SSE LN Equity,Utilities,
SSL LN Equity,Industrial,
SSNC US Equity,Technology,
SSP US Equity,Communications,
ST SP Equity,Communications,
ST US Equity,Industrial,
STAN LN Equity,Financial,
STAR US Equity,Financial,
STAT SP Equity,Technology,
STB NO Equity,Financial,
STE SP Equity,Industrial,
STE US Equity,"Consumer, Non-cyclical",
STERV FH Equity,Industrial,
STH SP Equity,Communications,
STI US Equity,Industrial,
STJ LN Equity,Financial,
STJ US Equity,"Consumer, Non-cyclical",
STLAM IM Equity,"Consumer, Cyclical",
STLD US Equity,Basic Materials,
STMMI IM Equity,Technology,
STMN SE Equity,"Consumer, Non-cyclical",
STNE US Equity,"Consumer, Non-cyclical",
STO AU Equity,Energy,
STOR US Equity,Financial,
STR AV Equity,Industrial,
STRS IT Equity,"Consumer, Non-cyclical",
STRZA US Equity,Communications,
STT US Equity,Financial,
STWD US Equity,Financial,
STX US Equity,Technology,
STXEUR NO Equity,Industrial,
STZ US Equity,"Consumer, Non-cyclical",
STZ/B US Equity,"Consumer, Non-cyclical",
SU CN Equity,Energy,
SU FP Equity,Industrial,
SUB NO Equity,Energy,
SUBC NO Equity,Energy,
SUG US Equity,Energy,
SUI US Equity,Financial,
SUN AU Equity,Financial,
SUN SP Equity,Financial,
SUNEQ US Equity,Energy,
SVC US Equity,Financial,
SVITZR DC Equity,"Consumer, Non-cyclical",
SVT LN Equity,Utilities,
SVU US Equity,"Consumer, Non-cyclical",
SW FP Equity,"Consumer, Cyclical",
SW US Equity,Industrial,
SWECB SS Equity,Industrial,
SWEDA SS Equity,Financial,
SWI US Equity,Technology,
SWK US Equity,Industrial,
SWKS US Equity,Technology,
SWMA SS Equity,"Consumer, Non-cyclical",
SWN US Equity,Energy,
SWY US Equity,"Consumer, Non-cyclical",
SXS LN Equity,Industrial,
SY1 GY Equity,Basic Materials,
SYD AU Equity,Industrial,
SYDB DC Equity,Financial,
SYENS BB Equity,Basic Materials,
SYF US Equity,Financial,
SYK US Equity,"Consumer, Non-cyclical",
SYM US Equity,Industrial,
SYNN SE Equity,Basic Materials,
SYY US Equity,"Consumer, Non-cyclical",
SZE FP Equity,Utilities,
SZG GY Equity,Basic Materials,
SZU GY Equity,"Consumer, Non-cyclical",
T CN Equity,Communications,
T US Equity,Communications,
TA CN Equity,Utilities,
TAA NO Equity,Communications,
TAH AU Equity,"Consumer, Cyclical",
TAP US Equity,"Consumer, Non-cyclical",
TARO US Equity,"Consumer, Non-cyclical",
TATE LN Equity,"Consumer, Non-cyclical",
TBLA US Equity,Communications,
TCG LN Equity,"Consumer, Cyclical",
TCHNR FP Equity,Communications,
TCL AU Equity,"Consumer, Non-cyclical",
TD CN Equity,Financial,
TDC US Equity,Technology,
TDG US Equity,Industrial,
TDOC US Equity,"Consumer, Non-cyclical",
TDS US Equity,Communications,
TDS/S US Equity,Communications,
TDY US Equity,Industrial,
TEAM US Equity,Technology,
TEC FP Equity,Energy,
TECH US Equity,"Consumer, Non-cyclical",
TECK/A CN Equity,Basic Materials,
TEF SM Equity,Communications,
TEG US Equity,Utilities,
TEL NO Equity,Communications,
TEL US Equity,Industrial,
TEL2B SS Equity,Communications,
TELIA SS Equity,Communications,
TELL GA Equity,Financial,
TEMN SE Equity,Technology,
TEMP GA Equity,Financial,
TEN IM Equity,Industrial,
TEP FP Equity,Technology,
TER US Equity,Technology,
TEVA IT Equity,"Consumer, Non-cyclical",
TEVA US Equity,"Consumer, Non-cyclical",
TEX US Equity,Industrial,
TFC US Equity,Financial,
TFCF US Equity,Communications,
TFCFA US Equity,Communications,
TFI FP Equity,Communications,
TFII CN Equity,Industrial,
TFSL US Equity,Financial,
TFX US Equity,"Consumer, Non-cyclical",
TGE US Equity,Energy,
TGNA US Equity,Communications,
TGS NO Equity,Energy,
TGT US Equity,"Consumer, Cyclical",
THG LN Equity,Communications,
THI CN Equity,"Consumer, Cyclical",
THI US Equity,"Consumer, Cyclical",
TIE US Equity,Basic Materials,
TIGO US Equity,Communications,
TIN US Equity,Industrial,
TIT IM Equity,Communications,
TITK GA Equity,Industrial,
TIVO US Equity,Technology,
TIXT CN Equity,Technology,
TJX US Equity,"Consumer, Cyclical",
TKA AV Equity,Communications,
TKA GY Equity,Basic Materials,
TKO US Equity,"Consumer, Cyclical",
TKWY NA Equity,Communications,
TL5 SM Equity,Communications,
TLAB US Equity,Communications,
TLC AU Equity,"Consumer, Cyclical",
TLRY US Equity,"Consumer, Non-cyclical",
TLS AU Equity,Communications,
TLW LN Equity,Energy,
TLX GY Equity,Financial,
TME NZ Equity,Communications,
TMO US Equity,"Consumer, Non-cyclical",
TMUS US Equity,Communications,
TMV GY Equity,Technology,
TMX US Equity,"Consumer, Non-cyclical",
TNET BB Equity,Communications,
TNL US Equity,"Consumer, Cyclical",
TNTE NA Equity,Industrial,
TOD IM Equity,"Consumer, Cyclical",
TOL AU Equity,Industrial,
TOL US Equity,"Consumer, Cyclical",
TOM NO Equity,Industrial,
TOM2 NA Equity,Technology,
TOMK LN Equity,Industrial,
TOP DC Equity,Financial,
TORMA DC Equity,Industrial,
TOST US Equity,"Consumer, Non-cyclical",
TOU CN Equity,Energy,
TPEIR GA Equity,Financial,
TPG AU Equity,Communications,
TPG US Equity,Financial,
TPK LN Equity,"Consumer, Cyclical",
TPL US Equity,Energy,
TPM AU Equity,Communications,
TPR US Equity,"Consumer, Cyclical",
TRA US Equity,Basic Materials,
TRB US Equity,Communications,
TRELB SS Equity,Industrial,
TREX US Equity,Industrial,
TRGP US Equity,Energy,
TRH US Equity,Financial,
TRI CN Equity,Communications,
TRIL LN Equity,Communications,
TRIP US Equity,Communications,
TRMB US Equity,Industrial,
TRN IM Equity,Utilities,
TROW US Equity,Financial,
TRP CN Equity,Energy,
TRQ CN Equity,Basic Materials,
TRU US Equity,"Consumer, Non-cyclical",
TRV US Equity,Financial,
TRW US Equity,"Consumer, Cyclical",
TRYG DC Equity,Financial,
TSCO LN Equity,"Consumer, Non-cyclical",
TSCO US Equity,"Consumer, Cyclical",
TSEM IT Equity,Technology,
TSGI CN Equity,"Consumer, Cyclical",
TSLA US Equity,"Consumer, Cyclical",
TSN US Equity,"Consumer, Non-cyclical",
TSP US Equity,"Consumer, Cyclical",
TSRO US Equity,"Consumer, Non-cyclical",
TSS US Equity,"Consumer, Non-cyclical",
TT GA Equity,Financial,
TT US Equity,Industrial,
TTC US Equity,Industrial,
TTD US Equity,Communications,
TTE FP Equity,Energy,
TTS AU Equity,"Consumer, Cyclical",
TTWO US Equity,Technology,
TUI1 GY Equity,"Consumer, Cyclical",
TW US Equity,Financial,
TW/ LN Equity,"Consumer, Cyclical",
TWC US Equity,Communications,
TWE AU Equity,"Consumer, Non-cyclical",
TWLO US Equity,Technology,
TWTR US Equity,Communications,
TWX US Equity,Communications,
TXG US Equity,"Consumer, Non-cyclical",
TXN US Equity,Technology,
TXP CN Equity,Energy,
TXT US Equity,Industrial,
TXU US Equity,Utilities,
TYL US Equity,Technology,
TYRES FH Equity,"Consumer, Cyclical",
U US Equity,Technology,
UAA US Equity,"Consumer, Cyclical",
UAL US Equity,"Consumer, Cyclical",
UB US Equity,Financial,
UBER US Equity,Communications,
UBI FP Equity,Technology,
UBI IM Equity,Financial,
UBM LN Equity,"Consumer, Non-cyclical",
UBSG SE Equity,Financial,
UBSN SE Equity,Financial,
UCB BB Equity,"Consumer, Non-cyclical",
UCG IM Equity,Financial,
UDR US Equity,Financial,
UG FP Equity,"Consumer, Cyclical",
UGI US Equity,Utilities,
UHAL US Equity,"Consumer, Non-cyclical",
UHRN SE Equity,"Consumer, Cyclical",
UHS US Equity,"Consumer, Non-cyclical",
UI US Equity,Communications,
UL FP Equity,Financial,
ULTA US Equity,"Consumer, Cyclical",
ULTI US Equity,Technology,
ULVR LN Equity,"Consumer, Non-cyclical",
UMG NA Equity,"Consumer, Cyclical",
UMI BB Equity,Basic Materials,
UNF SM Equity,Utilities,
UNH US Equity,"Consumer, Non-cyclical",
UNI IM Equity,Financial,
UNM US Equity,Financial,
UNP US Equity,Industrial,
UOB SP Equity,Financial,
UOL SP Equity,Financial,
UPLMQ US Equity,Energy,
UPM FH Equity,Basic Materials,
UPS US Equity,Industrial,
UPST US Equity,Financial,
UQA AV Equity,Financial,
URBN US Equity,"Consumer, Cyclical",
URI US Equity,"Consumer, Non-cyclical",
URS US Equity,Industrial,
URW FP Equity,Financial,
US IM Equity,Financial,
USB US Equity,Financial,
USFD US Equity,"Consumer, Non-cyclical",
USG NA Equity,"Consumer, Non-cyclical",
USG US Equity,Funds,
USM US Equity,Communications,
USRA IM Equity,Financial,
USRB IM Equity,Financial,
UTDI GY Equity,Communications,
UTHR US Equity,"Consumer, Non-cyclical",
UU/ LN Equity,Utilities,
UUU CN Equity,Basic Materials,
UWMC US Equity,Financial,
V US Equity,Financial,
VACN SE Equity,Industrial,
VALPQ US Equity,Energy,
VAR NO Equity,Energy,
VAR US Equity,"Consumer, Non-cyclical",
VCT FP Equity,Industrial,
VCT NZ Equity,Utilities,
VCX AU Equity,Financial,
VDOR NA Equity,"Consumer, Non-cyclical",
VED LN Equity,Basic Materials,
VEEV US Equity,Technology,
VEON US Equity,Communications,
VER AV Equity,Utilities,
VER US Equity,Financial,
VET CN Equity,Energy,
VFC US Equity,"Consumer, Cyclical",
VG US Equity,Energy,
VIAB US Equity,Communications,
VICI US Equity,Financial,
VIE FP Equity,Utilities,
VIFN SE Equity,"Consumer, Non-cyclical",
VIG AV Equity,Financial,
VII CN Equity,Energy,
VIV FP Equity,Communications,
VK FP Equity,Industrial,
VLO US Equity,Energy,
VLTO US Equity,Industrial,
VMC US Equity,Industrial,
VMED US Equity,Communications,
VMS SP Equity,Industrial,
VMW US Equity,Technology,
VNA GY Equity,Financial,
VNO US Equity,Financial,
VOD LN Equity,Communications,
VOE AV Equity,Basic Materials,
VOLCARB SS Equity,"Consumer, Cyclical",
VOLVA SS Equity,"Consumer, Cyclical",
VOW GY Equity,"Consumer, Cyclical",
VOYA US Equity,Financial,
VPK NA Equity,Energy,
VRSK US Equity,"Consumer, Non-cyclical",
VRSN US Equity,Communications,
VRT US Equity,Industrial,
VRTX US Equity,"Consumer, Non-cyclical",
VSCO US Equity,"Consumer, Cyclical",
VST US Equity,Utilities,
VT CN Equity,"Consumer, Non-cyclical",
VTR US Equity,Financial,
VTRS US Equity,"Consumer, Non-cyclical",
VTWR GY Equity,Industrial,
VVV US Equity,"Consumer, Non-cyclical",
VWS DC Equity,Energy,
VZ US Equity,Communications,
W US Equity,Communications,
WAB US Equity,Industrial,
WAL US Equity,Financial,
WANT SP Equity,"Consumer, Non-cyclical",
WAT US Equity,"Consumer, Non-cyclical",
WBA US Equity,"Consumer, Cyclical",
WBC AU Equity,Financial,
WBC US Equity,"Consumer, Cyclical",
WBD US Equity,Communications,
WCG US Equity,"Consumer, Non-cyclical",
WCH GY Equity,Basic Materials,
WCN CN Equity,Industrial,
WCRX US Equity,"Consumer, Non-cyclical",
WDAY US Equity,Technology,
WDC US Equity,Technology,
WDI GY Equity,"Consumer, Non-cyclical",
WDP BB Equity,Financial,
WDS AU Equity,Energy,
WEC US Equity,Utilities,
WEED CN Equity,"Consumer, Non-cyclical",
WEIR LN Equity,Industrial,
WELL US Equity,Financial,
WES AU Equity,"Consumer, Cyclical",
WESN AU Equity,"Consumer, Cyclical",
WEX US Equity,"Consumer, Non-cyclical",
WFC US Equity,Financial,
WFD AU Equity,Financial,
WFG CN Equity,Industrial,
WFM US Equity,"Consumer, Non-cyclical",
WFTIQ US Equity,Energy,
WG/ LN Equity,Industrial,
WH US Equity,"Consumer, Cyclical",
WHA NA Equity,Financial,
WHR US Equity,"Consumer, Cyclical",
WHS NZ Equity,"Consumer, Cyclical",
WIE AV Equity,Industrial,
WIL SP Equity,"Consumer, Non-cyclical",
WINMQ US Equity,Communications,
WISE LN Equity,"Consumer, Non-cyclical",
WIX US Equity,Communications,
WKL NA Equity,"Consumer, Non-cyclical",
WKME US Equity,Technology,
WLK US Equity,Basic Materials,
WLN FP Equity,"Consumer, Non-cyclical",
WLTGQ US Equity,Energy,
WM US Equity,Industrial,
WMB US Equity,Energy,
WMG US Equity,"Consumer, Cyclical",
WMH LN Equity,"Consumer, Cyclical",
WMPY LN Equity,"Consumer, Cyclical",
WMT US Equity,"Consumer, Cyclical",
WN CN Equity,"Consumer, Non-cyclical",
WOLF US Equity,Technology,
WOR AU Equity,Industrial,
WORK US Equity,Technology,
WOW AU Equity,"Consumer, Non-cyclical",
WP SP Equity,Financial,
WP US Equity,"Consumer, Non-cyclical",
WPC US Equity,Financial,
WPG LN Equity,Financial,
WPM CN Equity,Basic Materials,
WPP LN Equity,Communications,
WPX US Equity,Energy,
WRB US Equity,Financial,
WRI US Equity,Financial,
WRK US Equity,Industrial,
WRT AU Equity,Financial,
WRT1V FH Equity,Industrial,
WRTAV FH Equity,Industrial,
WSM US Equity,"Consumer, Cyclical",
WSO US Equity,"Consumer, Cyclical",
WSP CN Equity,Industrial,
WST US Equity,"Consumer, Non-cyclical",
WTB LN Equity,"Consumer, Cyclical",
WTC AU Equity,Technology,
WTM US Equity,Financial,
WTN CN Equity,Energy,
WTO CN Equity,Energy,
WTRG US Equity,Utilities,
WTW US Equity,Financial,
WU US Equity,Financial,
WW US Equity,"Consumer, Non-cyclical",
WWAV US Equity,"Consumer, Non-cyclical",
WWE US Equity,Communications,
WWY US Equity,"Consumer, Non-cyclical",
WY US Equity,Financial,
WYE US Equity,"Consumer, Non-cyclical",
WYNN US Equity,"Consumer, Cyclical",
X US Equity,Basic Materials,
XEC US Equity,Energy,
XEL US Equity,Utilities,
XLNX US Equity,Technology,
XM US Equity,Technology,
XMSR US Equity,Communications,
XOM US Equity,Energy,
XP US Equity,Financial,
XPO US Equity,Industrial,
XRAY US Equity,"Consumer, Non-cyclical",
XRO AU Equity,Technology,
XRO NZ Equity,Technology,
XRX US Equity,Technology,
XTA LN Equity,Basic Materials,
XTO US Equity,Energy,
XYL US Equity,Industrial,
XYZ US Equity,"Consumer, Non-cyclical",
Y US Equity,Financial,
YAR NO Equity,Basic Materials,
YIT FH Equity,Financial,
YLLG SP Equity,Financial,
YLO CN Equity,Communications,
YNAP IM Equity,Communications,
YNDX US Equity,Technology,
YRI CN Equity,Basic Materials,
YUM US Equity,"Consumer, Cyclical",
YUMC US Equity,"Consumer, Cyclical",
YZJSGD SP Equity,Industrial,
ZAL GY Equity,"Consumer, Cyclical",
ZAYO US Equity,Communications,
ZBH US Equity,"Consumer, Non-cyclical",
ZBRA US Equity,Technology,
ZC FP Equity,Industrial,
ZEL NZ Equity,Energy,
ZEN US Equity,Communications,
ZG US Equity,Communications,
ZI US Equity,Technology,
ZIGGO NA Equity,Communications,
ZIM US Equity,Industrial,
ZION US Equity,Financial,
ZM US Equity,Technology,
ZNGA US Equity,Technology,
ZOT SM Equity,Industrial,
ZS US Equity,Technology,
ZTS US Equity,"Consumer, Non-cyclical",
ZU US Equity,Communications,
ZURN SE Equity,Financial,
